cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id
KMS-20	CVCL_2990	['KMS20']	KMS20_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000426
KMS-26	CVCL_2992	['KMS26']	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000588
KMS-27	CVCL_2993	['KMS27']	KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000576
KMS-28BM	CVCL_2994	['KMS-28-BM', 'KMS28BM', 'KMS-28', 'KMS28']	KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000419
KMS-34	CVCL_2996	['KMS34']	KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000541
L-363	CVCL_1357	['L363', 'L363']	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	924239	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000183
LP-1	CVCL_0012	['LP1']	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907791	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000204
MM1.S	CVCL_8792	['MM.1S', 'MM1-S', 'MM-1S', 'MM1S']	MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1659818	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000763
MOLP-2	CVCL_2123	['MOLP2']	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000453
MOLP-8	CVCL_2124	['MOLP8']	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330950	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000745
NCI-H929	CVCL_1600	['NCIH929', 'NCIH929', 'H929', 'H-929']	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	724825	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000050
OPM-2	CVCL_1625	['OPM2']	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909249	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000024
PCM6	CVCL_4666	['']	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001162
RPMI-8226	CVCL_0014	['RPMI8226', 'RPMI.8226', 'RPMI8226', 'RPMIno8226', '8226', 'RPMI8226/S', 'RPMI-8226S', 'RPMI8226/S', '8226/S', 'RoswellParkMemorialInstitute8226', 'GM02132', 'GM2132', 'GM2132', 'Simpson']	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	905964	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000817
SK-MM-2	CVCL_1699	['SK-MM2', 'SKMM-2', 'SKMM2']	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	753612	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000363
U266B1	CVCL_0566	['U266-B1', 'U266B1', 'U-266', 'U266', 'U266', 'U266S', 'U266BL', 'U266Bl', '266Bl']	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	753615	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000626
MY-M12	CVCL_3035	['MYcloneM12']	MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330960	C4673	b- and t-cell mixed leukemia	DOID:9953	[u'DOID:9953', u'DOID:9952', u'DOID:1037', u'DOID:1240', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002276
59M	CVCL_2291	['OAW59M', 'OAW59M', '59M']	59M_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000520
COLO 704	CVCL_1994	['COLO-704', 'COLO704']	COLO704_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001042
COV318	CVCL_2419	['Cov318', 'COV-318']	COV318_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000256
COV362	CVCL_2420	['Cov362', 'COV-362']	COV362_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000278
HEY	CVCL_0297	['Hey']	HEY_OVARY	1479988	C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002140
HEY A8	CVCL_8878	['HEY-A8', 'Hey-A8', 'HeyA8', 'HEYA8', 'HeyA8']	HEYA8_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000542
ONCO-DG-1	CVCL_1882	['ONCO-DG1', 'ONCO-DG1', 'ONCODG1']	ONCODG1_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000013
OVCAR-5	CVCL_1628	['NIH:OVCAR-5', 'OVCAR.5', 'OVCAR5', 'Ovcar5', 'OVCA5']	OVCAR5_OVARY	905969	C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001151
OVMIU	CVCL_3112	['']	OVMIU_OVARY	1240200	C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002183
OVSAHO	CVCL_3114	['']	OVSAHO_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000409
SNU-119	CVCL_5014	['SNU119', 'NCI-SNU-119']	SNU119_OVARY		C105555	high grade ovarian serous adenocarcinoma	DOID:5744	[DOID:5744, DOID:3713, DOID:4001, DOID:2151, DOID:2152, DOID:2394, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000635
Ca9-22	CVCL_1102	['CA9-22', 'Ca9-22', 'CA922', 'Ca922']	CA922_UPPER_AERODIGESTIVE_TRACT	753538	C129857	gingival squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002043
YD-38	CVCL_L083	['YD38']	YD38_UPPER_AERODIGESTIVE_TRACT		C129857	gingival squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000762
U-CH2	CVCL_4989	['UCH2']	UCH2_BONE	1503373	C129927	sacral chordoma	DOID:0050900	[DOID:0050900, DOID:4153, DOID:3302, DOID:3303, DOID:184, DOID:201, DOID:0060100, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002204
HMV-II	CVCL_1282	['HMV-2', 'HMVII', 'HumanMelanomaVagina-II']	HMVII_SKIN	907058	C27394	vaginal melanoma	DOID:1906	[DOID:1906, DOID:5274, DOID:4159, DOID:0060122, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002040
C-4-I	CVCL_2253	['C-4I', 'C-4I', 'C-4-i', 'C4-I', 'C4-1', 'C4I', 'C4I', 'C41', 'Hs636.T', 'Hs636T']	C4I_CERVIX	687506	C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001334
Ca Ski	CVCL_1100	['Ca-Ski', 'CaSki', 'Caski']	CASKI_CERVIX	906824	C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001336
ME-180	CVCL_1401	['Me-180', 'ME180', 'ME180']	ME180_CERVIX	687514	C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001359
MS751	CVCL_4996	['MS-751', 'MS751']	MS751_CERVIX	1240179	C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001360
SF767	CVCL_6950	['SF-767', 'SF767']	SF767_CENTRAL_NERVOUS_SYSTEM		C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000490
SiHa	CVCL_0032	['Siha', 'SIHA']	SIHA_CERVIX	930297	C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000556
SKG-IIIa	CVCL_1704	['SKG-IIIA', 'SKGIIIa', 'SKG-3a', 'SKG3A', 'SKG3a']	SKGIIIA_CERVIX	930298	C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002020
SW756	CVCL_1727	['SW-756', 'SW756']	SW756_CERVIX	724839	C27676	human papillomavirus-related cervical squamous cell carcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001402
HeLa	CVCL_0030	['HELA', 'Hela', 'HeLa', 'He-La', 'HenriettaLackscells', 'Helacytongartleri']	HELA_CERVIX	1298134	C27677	human papillomavirus-related endocervical adenocarcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001086
SiSo	CVCL_2193	['SISO']	SISO_CERVIX	1240212	C27677	human papillomavirus-related endocervical adenocarcinoma	DOID:3744	[DOID:3744, DOID:2893, DOID:4362, DOID:120, DOID:193, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001650
EB1	CVCL_2027	['EB-1', 'Epstein-Barr-1']	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000877
EB3 [Human Burkitt lymphoma]	CVCL_1185	['EB-3', 'Epstein-Barr-3', 'GM04679']	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	906847	C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002236
Jiyoye	CVCL_1317	['JIYOYE', 'Jijoye', 'JIJOYE', 'P-2003', 'P3(Jiyoye)', 'P3-Jiyoye', 'P-3J', 'P3J', 'Jiyoye(P-2003)', 'Jiyoye(P-2003)', 'JiyoyeP-2003', 'OB2', 'GM04678']	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907268	C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002252
P3HR-1	CVCL_2676	['P3HR1', 'P3HR1', 'P3HRI', 'P3HR1-BL', 'P3JHR-1', 'P3J-HR-1', 'P3JHR-1', 'P3JHR1', 'P3JHR1-K', 'P3J.HR1K', 'HR-1', 'HR1K']	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C27694	epstein-barr virus-related burkitt lymphoma	DOID:8584	[DOID:8584, DOID:706, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000707
HLF	CVCL_2947	['']	HLF_LIVER		C3099	hepatocellular carcinoma	DOID:684	[DOID:684, DOID:686, DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000393
JHH-5	CVCL_0364	['Jhh-5', 'JHH5', 'FLC-5', 'FLC5', 'FunctionalLiverCell-5']	JHH5_LIVER		C3099	hepatocellular carcinoma	DOID:684	[DOID:684, DOID:686, DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000734
Li-7	CVCL_3840	['LI7', 'Li7']	LI7_LIVER		C3099	hepatocellular carcinoma	DOID:684	[DOID:684, DOID:686, DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000471
PLC/PRF/5	CVCL_0485	['PLC-PRF-5', 'PLCPRF5', 'PLC/PRF5', 'PLCPRF5', 'PLC-8024', 'PLC8024', 'PLC', 'Alexandercells', 'Alexander', 'PrimaryLiverCarcinoma/PoliomyelitisResearchFoundation/5']	PLCPRF5_LIVER		C3099	hepatocellular carcinoma	DOID:684	[DOID:684, DOID:686, DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001318
SNU-761	CVCL_5089	['SNU761', 'NCI-SNU-761']	SNU761_LIVER		C3099	hepatocellular carcinoma	DOID:684	[DOID:684, DOID:686, DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000537
SNU-878	CVCL_5102	['SNU878', 'NCI-SNU-878']	SNU878_LIVER		C3099	hepatocellular carcinoma	DOID:684	[DOID:684, DOID:686, DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000686
SNU-886	CVCL_5103	['SNU886', 'NCI-SNU-886']	SNU886_LIVER		C3099	hepatocellular carcinoma	DOID:684	[DOID:684, DOID:686, DOID:3571, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000316
Sc-1	CVCL_1888	['SC-1', 'SC1', 'Scott', 'Sci-1', 'SCI-1', 'SCI1']	SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331030	C3209	follicular lymphoma	DOID:0050873	[DOID:0050873, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002392
WSU-NHL	CVCL_1793	['WSU-NHL-1', 'WSUNHL']	WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909785	C3209	follicular lymphoma	DOID:0050873	[DOID:0050873, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001709
F-36P	CVCL_2037	['F36P']	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3247	myelodysplastic syndrome	DOID:0050908	[DOID:0050908, DOID:4960, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000487
KG-1-C	CVCL_2971	['KG-1C', 'KG1C']	KG1C_CENTRAL_NERVOUS_SYSTEM		C3288	oligodendroglioma	DOID:3181	[DOID:3181, DOID:3070, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000126
SNU-738	CVCL_5087	['SNU738', 'NCI-SNU-738']	SNU738_CENTRAL_NERVOUS_SYSTEM		C3288	oligodendroglioma	DOID:3181	[DOID:3181, DOID:3070, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000807
VL51	CVCL_3169	['SLVL', 'VL-51']	SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1331032	C35425	splenic lymphoma with circulating villous lymphocytes	DOID:0050750	[DOID:0050750, DOID:0050748, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002062
Farage	CVCL_3302	['FARAGE', 'FarageOL', 'FarageOriginalLine']	FARAGE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1297449	C36080	diffuse large b-cell lymphoma germinal center b-cell type	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001498
Pfeiffer	CVCL_3326	['PFEIFFER']	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C36080	diffuse large b-cell lymphoma germinal center b-cell type	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000140
RC-K8	CVCL_1883	['RCK-8', 'RCK8', 'Rck8']	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330995	C36081	diffuse large b-cell lymphoma activated b-cell type	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001638
Ri-1	CVCL_1885	['RI-1', 'RI1', 'RIVA', 'Riva']	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C36081	diffuse large b-cell lymphoma activated b-cell type	DOID:0050745	[DOID:0050745, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000398
UWB1.289	CVCL_B079	['UWB1-289']	UWB1289_OVARY	1480374	C36100	brca1 syndrome	DOID:5683	[DOID:5683, DOID:0050736, DOID:0050739, DOID:0050177, DOID:630, DOID:4]	ACH-001418
PEO1	CVCL_2686	['PE01', 'PEO-1', 'PEO']	PEO1_OVARY	1480372	C36101	brca2 syndrome	DOID:5683	[DOID:5683, DOID:0050736, DOID:0050739, DOID:0050177, DOID:630, DOID:4]	ACH-001630
ASH-3	CVCL_2856	['']	ASH3_THYROID	1290722	C3878	thyroid gland undifferentiated (anaplastic) carcinoma	DOID:3963	[DOID:3963, DOID:1781, DOID:170, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001443
HTC-C3	CVCL_1295	['HTC/C3', 'HTCC3', 'HTCC3']	HTCC3_THYROID	924151	C3878	thyroid gland undifferentiated (anaplastic) carcinoma	DOID:3963	[DOID:3963, DOID:1781, DOID:170, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001350
KMH-2	CVCL_S641	['']	KMH2_THYROID	1298167	C3878	thyroid gland undifferentiated (anaplastic) carcinoma	DOID:3963	[DOID:3963, DOID:1781, DOID:170, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002397
HO-1-u-1	CVCL_2784	['HO-1-U-1', 'Ho-1-u-1', 'HO1-U-1', 'HO1-U1', 'HO1U1', 'HO1u1', 'Ho1u1', 'Ueda-1']	HO1U1_UPPER_AERODIGESTIVE_TRACT	753561	C4041	floor of mouth squamous cell carcinoma	DOID:0050866	[DOID:0050866, DOID:8618, DOID:3119, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002045
Mino	CVCL_1872	['MINO']	MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C4337	mantle cell lymphoma	DOID:0050746	[DOID:0050746, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000220
REC-1	CVCL_1884	['Rec-1', 'REC1', 'REC1', 'REC']	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C4337	mantle cell lymphoma	DOID:0050746	[DOID:0050746, DOID:707, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000068
NCI-H292	CVCL_0455	['H292', 'H-292', 'NCI-HUT-292', 'Hut292', 'NCIH292']	NCIH292_LUNG	753604	C45544	lung mucoepidermoid carcinoma	DOID:0050932	[DOID:0050932, DOID:3905, DOID:1324, DOID:0050615, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-001075
ACC-MESO-1	CVCL_5113	['ACC-Meso-1', 'MESO-1']	ACCMESO1_PLEURA		C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000086
IST-Mes2	CVCL_1312	['IST-MES2', 'ISTMES2', 'IstMes2']	ISTMES2_PLEURA		C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000331
JL-1	CVCL_2080	['JL1']	JL1_PLEURA		C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000645
NCI-H2461	CVCL_A536	['H2461', 'H-2461']	H2461_LUNG	1290810	C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002125
NCI-H2591	CVCL_A543	['H2591', 'H-2591']	H2591_LUNG	1240131	C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002126
NCI-H2595	CVCL_A545	['H2595', 'H-2595']	H2595_LUNG	1240132	C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002127
NCI-H2795	CVCL_U996	['H2795', 'H-2795']	H2795_LUNG	1290813	C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002130
NCI-H2810	CVCL_U999	['H2810', 'H-2810']	H2810_LUNG	1240137	C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002133
NCI-H2818	CVCL_V000	['H2818', 'H-2818']	H2818_LUNG	1290814	C45662	pleural epithelioid mesothelioma	DOID:4489	[DOID:4489, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002134
DM-3	CVCL_2019	['DM3']	DM3_PLEURA		C45663	pleural sarcomatoid mesothelioma	DOID:4488	[DOID:4488, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000742
NCI-H2373	CVCL_A533	['H2373', 'H-2373']	H2373_LUNG	1290809	C45663	pleural sarcomatoid mesothelioma	DOID:4488	[DOID:4488, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002124
NCI-H2731	CVCL_U995	['H2731', 'H-2731']	H2731_LUNG	1240134	C45663	pleural sarcomatoid mesothelioma	DOID:4488	[DOID:4488, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002129
RS-5	CVCL_2182	['RS5']	RS5_PLEURA		C45663	pleural sarcomatoid mesothelioma	DOID:4488	[DOID:4488, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-000531
NCI-H2869	CVCL_V001	['H2869', 'H-2869']	H2869_LUNG	1240138	C45665	pleural biphasic mesothelioma	DOID:4486	[DOID:4486, DOID:1790, DOID:0050687, DOID:162, DOID:14566, DOID:4]	ACH-002135
SW579	CVCL_3603	['SW-579', 'SW579']	SW579_THYROID		C46008	thyroid gland squamous cell carcinoma	DOID:3963	[DOID:3963, DOID:1781, DOID:170, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000163
