	cell_line_name	accession_id	synonym_names	ccle_cell_line_name	gdsc_id	nci_taxonomy_id	lineage_name	doid	doid_heiarchy	broad_id	broad_id_alt
1178	L-363	CVCL_1357	['L363', 'L363']	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	924239	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000183	
1179	LP-1	CVCL_0012	['LP1']	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	907791	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000204	
1180	MM1.S	CVCL_8792	['MM.1S', 'MM1-S', 'MM-1S', 'MM1S']	MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1659818	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000763	
1181	MOLP-2	CVCL_2123	['MOLP2']	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000453	
1182	MOLP-8	CVCL_2124	['MOLP8']	MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330950	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000745	
1183	NCI-H929	CVCL_1600	['NCIH929', 'NCIH929', 'H929', 'H-929']	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	724825	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000050	
1184	OPM-2	CVCL_1625	['OPM2']	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	909249	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000024	
1185	PCM6	CVCL_4666	['']	PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001162	
1186	RPMI-8226	CVCL_0014	['RPMI8226', 'RPMI.8226', 'RPMI8226', 'RPMIno8226', '8226', 'RPMI8226/S', 'RPMI-8226S', 'RPMI8226/S', '8226/S', 'RoswellParkMemorialInstitute8226', 'GM02132', 'GM2132', 'GM2132', 'Simpson']	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	905964	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000817	
1187	SK-MM-2	CVCL_1699	['SK-MM2', 'SKMM-2', 'SKMM2']	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	753612	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000363	
1188	U266B1	CVCL_0566	['U266-B1', 'U266B1', 'U-266', 'U266', 'U266', 'U266S', 'U266BL', 'U266Bl', '266Bl']	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	753615	C3242	multiple myeloma	DOID:9538	[u'DOID:9538', u'DOID:0070004', u'DOID:4960', u'DOID:2531', u'DOID:0060083', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000626	
1189	HUNS1	CVCL_85775	['UNS']	HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			multiple myeloma	DOID:9538	[u'DOID:9538', 'DOID:0070004', 'DOID:4960', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000829	
1190	KMS21BM	CVCL_52730	['MS-21B']	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			multiple myeloma	DOID:9538	[u'DOID:9538', 'DOID:0070004', 'DOID:4960', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000598	
1191	OCIMY5	CVCL_58314	['CI-MY']	OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			multiple myeloma	DOID:9538	[u'DOID:9538', 'DOID:0070004', 'DOID:4960', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000854	
1192	OPM1	CVCL_40710	['PM-']	OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			multiple myeloma	DOID:9538	[u'DOID:9538', 'DOID:0070004', 'DOID:4960', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000057	
1193	OCIMY7	CVCL_50705	['CI-MY']	OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			multiple myeloma	DOID:9538	[u'DOID:9538', 'DOID:0070004', 'DOID:4960', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000436	
1194	INA6	CVCL_23061	['NA-']	INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE			multiple myeloma	DOID:9538	[u'DOID:9538', 'DOID:0070004', 'DOID:4960', 'DOID:2531', 'DOID:0060083', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000512	
1195	H9	CVCL_1240	['HTcloneH9', 'HT(H9)', 'H9', 'H-9']		907043	C9265	mycosis fungoides and sezary syndrome	DOID:8691	[DOID:8691, DOID:0060061, DOID:0050749, DOID:0050743, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]		
1196	HuT 102	CVCL_3526	['HUT102', 'Hut102', 'HuT-102', 'Hut-102', 'HUT-102', 'HuT102', 'Hut102', 'HUT102', 'NCI-H102']	HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9265	mycosis fungoides and sezary syndrome	DOID:8691	[DOID:8691, DOID:0060061, DOID:0050749, DOID:0050743, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000612	
1197	HuT 78	CVCL_0337	['HUT78', 'HuT-78', 'HUT-78', 'HuT78', 'Hut78', 'HUT78', 'NCI-H78']	HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C9265	mycosis fungoides and sezary syndrome	DOID:8691	[DOID:8691, DOID:0060061, DOID:0050749, DOID:0050743, DOID:0060060, DOID:0060058, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000509	
1198	F-36P	CVCL_2037	['F36P']	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		C3247	myelodysplastic syndrome	DOID:0050908	[DOID:0050908, DOID:4960, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-000487	
1199	NK-92MI	CVCL_3755	['NK-92MI', 'NK-92mi', 'NK92-MI', 'NK92MI', 'NK-92transfectedwithMFG-hIL2']	NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1330981	C82217	natural killer cell lymphoblastic leukemia/lymphoma	DOID:1037	[DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002289	
1200	YT	CVCL_1797	['']	YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	946358	C82217	natural killer cell lymphoblastic leukemia/lymphoma	DOID:1037	[DOID:1037, DOID:1240, DOID:2531, DOID:0060083, DOID:0050686, DOID:162, DOID:14566, DOID:4]	ACH-002317	
1201	ACN	CVCL_1068	['']	ACN_AUTONOMIC_GANGLIA	906803	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002389	
1202	CHP-126	CVCL_1123	['CHP126', 'CHP126']	CHP126_AUTONOMIC_GANGLIA	910567	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000136	
1203	CHP-134	CVCL_1124	['CHP134', 'CHP_134', 'CHP134']	CHP134_AUTONOMIC_GANGLIA	910941	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001338	
1204	CHP-212	CVCL_1125	['CHP212', 'CHP212', 'NB9', 'NB-9']	CHP212_AUTONOMIC_GANGLIA	906820	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000120	
1205	GI-ME-N	CVCL_1232	['Gi-ME-N', 'GIMEN', 'Gimen', 'Gimen1', 'GasliniInstitute-ME-Neuroblastoma']	GIMEN_AUTONOMIC_GANGLIA	906872	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001344	
1206	GOTO	CVCL_1234	['']	GOTO_AUTONOMIC_GANGLIA	906875	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001716	
1207	IMR-32	CVCL_0346	['IMR32', 'IMR32', 'InstituteforMedicalResearch-32', 'GM03320']	IMR32_AUTONOMIC_GANGLIA		C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000310	
1208	IMR-5	CVCL_1306	['IMR5', 'IMR5', 'IMR-05', 'InstituteforMedicalResearch-5']	IMR5_NERVOUS_SYSTEM	907170	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002248	
1209	Kelly	CVCL_2092	['KELLY', 'NB19', 'NB-19', 'NB19-RIKEN']	KELLY_AUTONOMIC_GANGLIA	753618	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000259	
1210	KP-N-RT-BM-1	CVCL_1339	['RT-BM-1', 'RT-BM1', 'KP-N-RT-BM', 'RT-BM', 'KP-N-RT']	KPNRTBM1_AUTONOMIC_GANGLIA	924189	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000345	
1211	KP-N-SI9s	CVCL_1340	['KP-N-SI9S', 'KP-N-S19s', 'KPNSI9S', 'SI9s']	KPNSI9S_AUTONOMIC_GANGLIA		C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000446	
1212	KP-N-YN	CVCL_1341	['']	KPNYN_AUTONOMIC_GANGLIA	907314	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000227	
1213	KP-N-YS	CVCL_1342	['']	KPNYS_NERVOUS_SYSTEM	946363	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002261	
1214	LA-N-6	CVCL_1363	['LAN-6', 'LAN6', 'LA-N-6(OAN)']	LAN6_AUTONOMIC_GANGLIA	949170	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001355	
1215	MHH-NB-11	CVCL_1412	['MHH-NB11', 'MHHNB11']	MHHNB11_AUTONOMIC_GANGLIA	908135	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000078	
1216	NB(TU)1	CVCL_3041	['NBTU1', 'NB(TU)1-10', 'NB(TU)1-10', 'NBTU110']	NBTU110_NERVOUS_SYSTEM	1240181	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002277	
1217	NB1	CVCL_1440	['NB-1', 'NB-I', 'NB1']	NB1_AUTONOMIC_GANGLIA	949179	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000804	
1218	NB69	CVCL_1448	['NB-69', 'NB_69', 'NB69', 'NB69-RIKEN']	NB69_AUTONOMIC_GANGLIA	908440	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002083	
1219	NBsusSR	CVCL_1450	['NBSUSSR']	NBSUSSR_AUTONOMIC_GANGLIA	925342	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002340	
1220	NH-12	CVCL_1605	['NH12']	NH12_AUTONOMIC_GANGLIA	908447	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001603	
1221	SH-SY5Y	CVCL_0019	['SHSY5Y', 'SHSY-5Y', 'SH-Sy5y', 'SK-SH-SY5Y', 'SY5Y']	SHSY5Y_AUTONOMIC_GANGLIA		C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001188	
1222	SJNB-10	CVCL_1441	['SJ-NB-10', 'SJNB10', 'NB10', 'NB10-DH']	NB10_NERVOUS_SYSTEM	949171	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002278	
1223	SJNB-12	CVCL_1442	['SJ-NB-12', 'SJNB12', 'NB12']	NB12_NERVOUS_SYSTEM	949172	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002279	
1224	SJNB-13	CVCL_1443	['SJNB13', 'NB13', 'NB13-DH']	NB13_NERVOUS_SYSTEM	949177	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002280	
1225	SJNB-14	CVCL_1444	['SJNB14', 'NB14', 'NB14-DH', 'NCC']	NB14_NERVOUS_SYSTEM	949178	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002281	
1226	SJNB-17	CVCL_1445	['SJNB17', 'NB17', 'NB17-DH']	NB17_NERVOUS_SYSTEM	949175	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002282	
1227	SJNB-5	CVCL_8822	['SJNB5', 'NB5', 'NB5-DH', 'NJF']	NB5_NERVOUS_SYSTEM	949176	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002283	
1228	SJNB-6	CVCL_8823	['SJ-NB-6', 'SJNB6', 'NB6', 'NB6-DH', 'N2307L']	NB6_NERVOUS_SYSTEM	949173	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002284	
1229	SJNB-7	CVCL_8824	['SJ-NB-7', 'SJNB7', 'NB7', 'NB7-DH', 'NCG', 'SJ-NCG']	NB7_NERVOUS_SYSTEM	949174	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002285	
1230	SK-N-AS	CVCL_1700	['SKN-AS', 'SKNAS']	SKNAS_AUTONOMIC_GANGLIA	724828	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000260	
1231	SK-N-BE(2)	CVCL_0528	['SK-N-BE2', 'SKNBE(2)', 'SKNBE-2', 'SKNBE2', 'SK-N-BE', 'SKNBE']	SKNBE2_AUTONOMIC_GANGLIA		C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000312	
1232	SK-N-BE(2)-M17	CVCL_0167	['BE(2)-M17', 'BE(2)M17', 'BE(2)M-17', 'BE2-M17']	BE2M17_NERVOUS_SYSTEM	753616	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002217	
1233	SK-N-DZ	CVCL_1701	['SKNDZ']	SKNDZ_AUTONOMIC_GANGLIA	688086	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000366	
1234	SK-N-FI	CVCL_1702	['SK_N_FI', 'SKNFI', 'SK-N-F1', 'SKNF1']	SKNFI_AUTONOMIC_GANGLIA	688087	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000341	
1235	SK-N-SH	CVCL_0531	['SKNSH', 'SKN-SH', 'SK-NSH', 'SKNSH', 'NSH']	SKNSH_AUTONOMIC_GANGLIA	717431	C3270	neuroblastoma	DOID:769	[u'DOID:769', u'DOID:2621', u'DOID:1192', u'DOID:3093', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000149	
1236	NMB	CVCL_27049	['M']	NMB_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001367	
1237	ACN	CVCL_53474	['a']	ACN_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002389	
1238	LAN2	CVCL_33069	['AN-']	LAN2_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001354	
1239	NB1643	CVCL_38096	['a']	NB1643_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001303	
1240	COGN278	CVCL_19871	['a']	COGN278_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001301	
1241	COGN305	CVCL_55706	['a']	COGN305_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001302	
1242	CHLA15	CVCL_40817	['a']	CHLA15_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001300	
1243	NBSUSSR	CVCL_48883	['a']	NBSUSSR_AUTONOMIC_GANGLIA			neuroblastoma	DOID:769	[u'DOID:769', 'DOID:2621', 'DOID:1192', 'DOID:3093', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-002340	
1244	BEN	CVCL_1082	['']	BEN_LUNG	753534	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000603	
1245	CAL-12T	CVCL_1105	['Cal-12T', 'CAL12T', 'CAL12T', 'CAL12', 'CentreAntoineLacassagne-12T']	CAL12T_LUNG	753540	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000826	
1246	EMC-BAC-1	CVCL_X486	['']	EMCBAC1_LUNG	1503369	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002101	
1247	EMC-BAC-2	CVCL_X487	['']	EMCBAC2_LUNG	1503370	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-002102	
1248	HOP-92	CVCL_1286	['HOP92', 'HOP92', 'Hop92']	HOP92_LUNG	905973	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000825	
1249	NCI-H1435	CVCL_1470	['H1435', 'H-1435']	NCIH1435_LUNG	1298347	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000852	
1250	NCI-H1770	CVCL_1493	['H1770', 'H-1770', 'NCIH1770']	NCIH1770_LUNG	687804	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001362	
1251	NCI-H1915	CVCL_1505	['H1915', 'H-1915']	NCIH1915_LUNG	1240184	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000434	
1252	NCI-H2110	CVCL_1530	['H2110', 'H-2110']	NCIH2110_LUNG	1298351	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000929	
1253	NCI-H2135	CVCL_1533	['H2135', 'H-2135']	NCIH2135_LUNG	1298352	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-001363	
1254	NCI-H2172	CVCL_1537	['H2172', 'H-2172']	NCIH2172_LUNG	1298353	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000924	
1255	NCI-H2444	CVCL_1552	['H2444', 'H-2444']	NCIH2444_LUNG	1298356	C2926	non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', u'DOID:3905', u'DOID:1324', u'DOID:0050615', u'DOID:0050686', u'DOID:162', u'DOID:14566', u'DOID:4']	ACH-000186	
1256	GLC82	CVCL_81382	['LC-8']	GLC82_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-001071	
1257	HCC2450	CVCL_53097	['CC245']	HCC2450_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000975	
1258	HCC2429	CVCL_64372	['CC242']	HCC2429_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000143	
1259	HCC515	CVCL_90970	['CC51']	HCC515_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000872	
1260	NCIH1819	CVCL_69894	['CI-H181']	NCIH1819_LUNG			non-small cell lung carcinoma	DOID:3908	[u'DOID:3908', 'DOID:3905', 'DOID:1324', 'DOID:0050615', 'DOID:0050686', 'DOID:162', 'DOID:14566', 'DOID:4']	ACH-000033	
